,Used by,Component id,Version id,Component name,Component version name,Channel versions,License ids,License names,License families,Match type,Producer match type,Usage,In use,Overridden By,Created At,Origin name,Origin id,Review Status,Project path,Source/Type,File Match Count,Component Status,Component Notes,Version Notes,Release Date,Newer Versions,Commit Activity,Commits in Past 12 Months,Contributors in Past 12 Months,Deep License Ids,Deep License Names,Deep License Families,Component origin id,Has License Conflicts
0,,72ed568b-e849-4f92-a4d1-df220cb2a423,486aa375-49cc-4826-a763-f4a694263a3b,Couchbase JVM Core IO,2.3.4,2.3.4,7cae335f-1193-421e-92f1-8802b4243e93,Apache License 2.0,PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,1/21/23,maven,com.couchbase.client:core-io:2.3.4,NOT_REVIEWED,couchbase-sdk-java 3.3.4,KB_COMPONENT,1,UNREVIEWED,,,9/9/22,3,,,,,,,6559034a-2514-4159-8076-bd6f4ccdcb3e,False
1,,cb1dd6e6-4d90-4aff-9a45-2b8f6979e7cc,08b39dd6-40fc-48f4-baa2-26131ce743a1,HdrHistogram,2.1.8,2.1.8,"d26bcb7d-5bc8-4f05-8942-a3a42728a2e4,cc875133-df38-4806-9921-473e0ef01a87,a7c69599-62b6-4d06-9ec6-ea688c041c00","(BSD 2-clause ""Simplified"" License OR Creative Commons Zero v1.0 Universal OR Public Domain)",PERMISSIVE,Transitive Dependency,,DYNAMICALLY_LINKED,True,,1/21/23,maven,org.hdrhistogram:HdrHistogram:2.1.8,NOT_REVIEWED,couchbase-sdk-java 3.3.4,KB_COMPONENT,1,UNREVIEWED,,,11/26/15,10,DECREASING,3.0,2.0,,,,7d1dca2c-1a89-4e7e-8830-158ed55533a3,False
2,,eea33624-c4cb-4c71-8ef7-767642d1d611,effad2d3-fdc8-441c-8c04-bce60309da82,Jackson-module-Afterburner,2.13.3,2.13.3,7cae335f-1193-421e-92f1-8802b4243e93,Apache License 2.0,PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,1/21/23,maven,com.fasterxml.jackson.module:jackson-module-afterburner:2.13.3,NOT_REVIEWED,couchbase-sdk-java 3.3.4,KB_COMPONENT,1,UNREVIEWED,,,5/14/22,7,,,,,,,eea7938d-14d2-4d29-870f-dd7d4a38e7e3,False
3,,ed9663f6-217e-4f90-9aa5-c74a02cc964c,1a4df96e-32b2-4e28-bca5-e7a1501bb2ac,Java Concurrency Tools Core Library,3.3.0,3.3.0,7cae335f-1193-421e-92f1-8802b4243e93,Apache License 2.0,PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,1/21/23,maven,org.jctools:jctools-core:3.3.0,NOT_REVIEWED,couchbase-sdk-java 3.3.4,KB_COMPONENT,1,UNREVIEWED,,,3/4/21,2,,,,,,,86f9cf7f-03da-4744-84ca-014dba05fcd7,False
4,,874c05c9-ed80-4f4b-a936-f00eb05b72e6,e93456bb-8d51-4be1-a5c0-57af8aaa218c,LatencyUtils,2.0.3,2.0.3,"cc875133-df38-4806-9921-473e0ef01a87,a7c69599-62b6-4d06-9ec6-ea688c041c00","(BSD 2-clause ""Simplified"" License OR Creative Commons Zero v1.0 Universal)",PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,1/21/23,maven,org.latencyutils:LatencyUtils:2.0.3,NOT_REVIEWED,couchbase-sdk-java 3.3.4,KB_COMPONENT,1,UNREVIEWED,,,12/14/15,0,STABLE,0.0,0.0,,,,b5f0f8d3-4dbc-4992-8c1f-5e4fd5806a6d,False
5,,efd56af9-62c0-430b-84e7-f45fedd08060,9566f92c-e3a7-4a4c-a1f8-96e8a878a1d4,Netty Project,4.1.80.Final,4.1.80.Final,7cae335f-1193-421e-92f1-8802b4243e93,Apache License 2.0,PERMISSIVE,"Direct Dependency,Transitive Dependency",,DYNAMICALLY_LINKED,True,,1/21/23,"maven, maven, maven, maven, maven, maven, maven, maven","io.netty:netty-resolver:4.1.80.Final, io.netty:netty-codec:4.1.80.Final, io.netty:netty-transport:4.1.80.Final, io.netty:netty-buffer:4.1.80.Final, io.netty:netty-codec-http:4.1.80.Final, io.netty:netty-transport-native-epoll:4.1.80.Final, io.netty:netty-handler:4.1.80.Final, io.netty:netty-common:4.1.80.Final",NOT_REVIEWED,couchbase-sdk-java 3.3.4,KB_COMPONENT,1,UNREVIEWED,,,8/26/22,22,STABLE,844.0,104.0,,,,"8ab6ff05-4ca9-4a8a-b85e-34b197e6ae3f, 971e1935-e1d5-4302-97c9-503f3cf5c516, a566b049-1fae-483f-8921-05bfc8dbe4f3, b6085cd9-17ed-4b54-b5b2-bde7d848040c, cba68ba2-b216-4caa-822c-5979275f1bed, ce1780aa-e2db-46f1-83fe-7c50a82bfa61, 6f683daa-4559-4b6c-bf52-05f7185f1609, 7d80c1e2-7332-46e5-b3bf-901af1cb9d0b",False
6,,cfe4b36a-1001-4b76-accd-6ff0ed3c68ae,2de282ff-1565-4571-9ccf-4354a7c505c9,Netty/TomcatNative [BoringSSL - Static],2.0.54.Final,2.0.54.Final,7cae335f-1193-421e-92f1-8802b4243e93,Apache License 2.0,PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,1/21/23,maven,io.netty:netty-tcnative-boringssl-static:2.0.54.Final,NOT_REVIEWED,couchbase-sdk-java 3.3.4,KB_COMPONENT,1,UNREVIEWED,,,7/22/22,0,,,,,,,a490d450-c771-4582-b02c-a054b1813644,False
7,,51ad849f-4561-4fd8-a57a-efecd9590147,ab810b6e-2d4f-4c56-a85a-756764922362,Netty/TomcatNative [OpenSSL - Classes],2.0.54.Final,2.0.54.Final,7cae335f-1193-421e-92f1-8802b4243e93,Apache License 2.0,PERMISSIVE,Transitive Dependency,,DYNAMICALLY_LINKED,True,,1/21/23,maven,io.netty:netty-tcnative-classes:2.0.54.Final,NOT_REVIEWED,couchbase-sdk-java 3.3.4,KB_COMPONENT,1,UNREVIEWED,,,7/22/22,4,,,,,,,b9fc57e8-242e-48ad-bb8e-f176f2e36672,False
8,,a0caf2bd-5f18-44cf-9878-404b01bcdc3a,a4ba037a-9188-42ac-934f-f9598a53d6cb,Netty/Transport/Classes/Epoll,4.1.80.Final,4.1.80.Final,7cae335f-1193-421e-92f1-8802b4243e93,Apache License 2.0,PERMISSIVE,Transitive Dependency,,DYNAMICALLY_LINKED,True,,1/21/23,maven,io.netty:netty-transport-classes-epoll:4.1.80.Final,NOT_REVIEWED,couchbase-sdk-java 3.3.4,KB_COMPONENT,1,UNREVIEWED,,,8/26/22,13,,,,,,,24cd8a50-e807-43bc-a3d4-33aa7d120667,False
9,,ec669760-7607-4049-917a-f647295609c8,31bbef6e-56cc-4b49-998a-ab119df6d5eb,Netty/Transport/Classes/KQueue,4.1.80.Final,4.1.80.Final,7cae335f-1193-421e-92f1-8802b4243e93,Apache License 2.0,PERMISSIVE,Transitive Dependency,,DYNAMICALLY_LINKED,True,,1/21/23,maven,io.netty:netty-transport-classes-kqueue:4.1.80.Final,NOT_REVIEWED,couchbase-sdk-java 3.3.4,KB_COMPONENT,1,UNREVIEWED,,,8/26/22,13,,,,,,,d7af5e77-d6fc-4b68-8ac3-a9c2110b7166,False
