,Used by,Component id,Version id,Component name,Component version name,Channel versions,License ids,License names,License families,Match type,Producer match type,Usage,In use,Overridden By,Created At,Origin name,Origin id,Review Status,Project path,Source/Type,File Match Count,Component Status,Component Notes,Version Notes,Release Date,Newer Versions,Commit Activity,Commits in Past 12 Months,Contributors in Past 12 Months,Deep License Ids,Deep License Names,Deep License Families,Component origin id,Has License Conflicts
0,,cf387cd9-100d-43f4-9424-ba60bbfa3ba7,9f90ae7b-2228-4661-a816-2c635ebc184c,AWS SDK for Go,1.38.40,v1.38.40,"3d238144-44e6-450e-b523-3defbdaed9dc,cc875133-df38-4806-9921-473e0ef01a87,ad705c59-6893-4980-bdbf-0837f1823cc4,7cae335f-1193-421e-92f1-8802b4243e93","(MIT License AND BSD 2-clause ""Simplified"" License AND Apache License 2.0 AND BSD 3-clause ""New"" or ""Revised"" License)",PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,7/6/22,github,aws/aws-sdk-go:v1.38.40,NOT_REVIEWED,couchbase-operator 2.2.4,KB_COMPONENT,1,UNREVIEWED,,,5/16/21,236,DECREASING,349.0,38.0,,,,0e659fd9-b78d-4ab0-82df-72e94a472284,False
1,,999f5c44-828a-4f2c-8a17-9b5fd22f3beb,e513f674-8efd-4899-baf3-d756c355bec0,BurntSushi/toml,v0.3.1,v0.3.1,ad705c59-6893-4980-bdbf-0837f1823cc4,MIT License,PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,7/6/22,github,BurntSushi/toml:v0.3.1,NOT_REVIEWED,couchbase-operator 2.2.4,KB_COMPONENT,1,UNREVIEWED,,,8/14/18,23,STABLE,72.0,10.0,,,,f481be92-4f0b-4f9a-9d7b-d573aefcce3f,False
2,,e35d4a3f-0901-4ab6-b78d-c71ac7bc5b28,d0d2acdc-d4fe-470d-8663-eded9ecedba2,Djarvur/go-err113,20200511-snapshot-5174e215,5174e21577d5ed9c53d9f62d2eecf64c16b86aa0,ad705c59-6893-4980-bdbf-0837f1823cc4,MIT License,PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,7/6/22,github,Djarvur/go-err113:5174e21577d5ed9c53d9f62d2eecf64c16b86aa0,NOT_REVIEWED,couchbase-operator 2.2.4,KB_COMPONENT,1,UNREVIEWED,,,5/11/20,1,,,,,,,46cb7d77-1a1f-407d-9d2b-1d45dcabd7df,False
3,,09a16956-5919-44dd-abfe-26c959332650,37320011-b308-492c-a40c-6fcaa91fd624,Go Logrus,v1.8.1,v1.8.1,ad705c59-6893-4980-bdbf-0837f1823cc4,MIT License,PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,7/6/22,github,sirupsen/logrus:v1.8.1,NOT_REVIEWED,couchbase-operator 2.2.4,KB_COMPONENT,1,UNREVIEWED,,,3/9/21,6,DECREASING,22.0,7.0,,,,8777e73e-32f6-4c4e-9050-067e67326809,False
4,,fcf8903b-ac17-4a21-a3ed-d12e6e709e40,f5727975-0297-4fdb-9d68-a5d2085e1a0f,GoDoc Text,v0.2.0,v0.2.0,ad705c59-6893-4980-bdbf-0837f1823cc4,MIT License,PERMISSIVE,Transitive Dependency,,DYNAMICALLY_LINKED,True,,7/6/22,unknown,,NOT_REVIEWED,couchbase-operator 2.2.4,KB_COMPONENT,1,UNREVIEWED,,,2/14/20,0,,,,,,,fbbcbcde-2f4b-4b53-a94d-07070f00f4f4,False
5,,22cb36e9-4d4c-46ed-a4b0-979b770b16df,f824e039-127e-4943-bf42-e79e5a28737e,Masterminds-semver,v1.5.0,v1.5.0,ad705c59-6893-4980-bdbf-0837f1823cc4,MIT License,PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,7/6/22,github,Masterminds/semver:v1.5.0,NOT_REVIEWED,couchbase-operator 2.2.4,KB_COMPONENT,1,UNREVIEWED,,,9/11/19,6,,,,,,,8a343747-3c47-43ae-bb6f-acbe02bc4d5d,False
6,,b2ca6901-615b-4d3f-ba30-aa2f1ff7e1f8,53042e9a-bb99-4755-b098-e54431e0a6eb,armon/go-socks5,20160902-snapshot-e7533296,e75332964ef517daa070d7c38a9466a0d687e0a5,ad705c59-6893-4980-bdbf-0837f1823cc4,MIT License,PERMISSIVE,Transitive Dependency,,DYNAMICALLY_LINKED,True,,7/6/22,github,armon/go-socks5:e75332964ef517daa070d7c38a9466a0d687e0a5,NOT_REVIEWED,couchbase-operator 2.2.4,KB_COMPONENT,1,UNREVIEWED,,,9/2/16,1,,,,,,,1a48a955-b398-4e21-a14e-1f53c1c13734,False
7,,409a80e3-62ed-4c60-9a9c-d29b744ca497,0533e2d5-a2f7-4f0b-af59-4dd424cc133a,benbjohnson-clock,v1.1.0,v1.1.0,ad705c59-6893-4980-bdbf-0837f1823cc4,MIT License,PERMISSIVE,Transitive Dependency,,DYNAMICALLY_LINKED,True,,7/6/22,github,benbjohnson/clock:v1.1.0,NOT_REVIEWED,couchbase-operator 2.2.4,KB_COMPONENT,1,UNREVIEWED,,,11/24/20,2,,,,,,,706a7163-42e2-46bb-ab3e-b82057d9a7f8,False
8,,a160fd2a-ab2a-4d35-8243-5bed42557272,9a891f96-ef74-4ef0-ae30-a33f42945b10,beorn7-perks,v1.0.1,v1.0.1,ad705c59-6893-4980-bdbf-0837f1823cc4,MIT License,PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,7/6/22,github,beorn7/perks:v1.0.1,NOT_REVIEWED,couchbase-operator 2.2.4,KB_COMPONENT,1,UNREVIEWED,,,7/31/19,0,,,,,,,1c59df05-ec91-4e5c-bdab-57a5616493d5,False
9,,8ae647a1-bdf4-48a5-a491-32142c77f6e0,fdf6a5f2-8a76-49a6-8307-7af0fb10ac63,btree,v1.1.2,v1.1.2,7cae335f-1193-421e-92f1-8802b4243e93,Apache License 2.0,PERMISSIVE,Direct Dependency,,DYNAMICALLY_LINKED,True,,7/6/22,github,google/btree:v1.1.2,NOT_REVIEWED,couchbase-operator 2.2.4,KB_COMPONENT,1,UNREVIEWED,,,6/15/22,0,,,,,,,b26ac207-0ef6-4c7f-8baf-6bf535b5d3f7,False
