,Component name,Component version name,Match type,License names,License families,Review Status,Component id,Version id,License ids
0,anyio,4.9.0,Direct Dependency,MIT License,PERMISSIVE,NOT_REVIEWED,38ea1732-3693-43c0-90ad-393a8c86f57b,6f44e6e8-1378-4f37-a95f-cd8364edf38c,ad705c59-6893-4980-bdbf-0837f1823cc4
1,httpx,0.28.1,Direct Dependency,"BSD 3-clause ""New"" or ""Revised"" License",PERMISSIVE,NOT_REVIEWED,f3eb45a6-82ec-4dad-8c23-1910b4403aff,60cef313-5509-4b4a-801b-da681bbd737f,3d238144-44e6-450e-b523-3defbdaed9dc
2,ijson,3.4.0,Direct Dependency,"BSD 3-clause ""New"" or ""Revised"" License",PERMISSIVE,NOT_REVIEWED,96d3a535-d4a9-429c-8027-584932d8cb27,a87f3f92-27ca-4dc7-a656-0e8481917263,3d238144-44e6-450e-b523-3defbdaed9dc
3,sniffio,1.3.1,Direct Dependency,Apache License 2.0,PERMISSIVE,NOT_REVIEWED,67e3084b-76a9-4032-8b3e-e3ce621ec883,b9723518-606f-42f8-a13b-f4c3bfc8d124,7cae335f-1193-421e-92f1-8802b4243e93
